# fid r11 r12 r13 tx r21 r22 r23 ty r31 r32 r33 tz
2449 -0.85865 -0.48097 -0.17718 106.86118 0.47581 -0.87648 0.07339 -4.32216 -0.19059 -0.02128 0.98144 3.74342
2450 -0.84907 -0.49793 -0.17647 106.95251 0.49348 -0.86681 0.07148 -4.19763 -0.18856 -0.02640 0.98171 3.74936
2451 -0.84151 -0.51233 -0.17139 106.96065 0.50787 -0.85839 0.07238 -4.15148 -0.18420 -0.02613 0.98254 3.81264
2452 -0.83360 -0.52370 -0.17567 107.02249 0.51967 -0.85133 0.07196 -4.08272 -0.18723 -0.03131 0.98182 3.80567
2453 -0.82554 -0.53447 -0.18119 107.11586 0.53180 -0.84420 0.06721 -3.92360 -0.18888 -0.04088 0.98115 3.79328
2454 -0.82102 -0.54249 -0.17785 107.14004 0.53990 -0.83906 0.06702 -3.87205 -0.18559 -0.04099 0.98177 3.82376
2455 -0.82088 -0.54372 -0.17473 107.16778 0.54114 -0.83831 0.06637 -3.84791 -0.18256 -0.04007 0.98238 3.84589
2456 -0.82049 -0.54438 -0.17452 107.21732 0.54159 -0.83793 0.06754 -3.76596 -0.18300 -0.03910 0.98233 3.85141
2457 -0.82043 -0.54399 -0.17600 107.26458 0.54124 -0.83815 0.06759 -3.70751 -0.18428 -0.03980 0.98207 3.82570
2458 -0.82121 -0.54242 -0.17717 107.28807 0.53961 -0.83917 0.06799 -3.67723 -0.18555 -0.03976 0.98183 3.83377
2459 -0.82151 -0.54125 -0.17937 107.33484 0.53873 -0.83982 0.06682 -3.60965 -0.18680 -0.04174 0.98151 3.81661
2460 -0.82122 -0.53981 -0.18493 107.40996 0.53811 -0.84046 0.06374 -3.53720 -0.18983 -0.04717 0.98068 3.78081
2461 -0.82038 -0.53981 -0.18862 107.50196 0.53893 -0.84018 0.06050 -3.43860 -0.19114 -0.05202 0.98018 3.76270
2462 -0.82041 -0.54020 -0.18736 107.56048 0.53903 -0.84003 0.06171 -3.35050 -0.19072 -0.05037 0.98035 3.77244
2463 -0.82142 -0.53971 -0.18436 107.60170 0.53835 -0.84045 0.06177 -3.27004 -0.18828 -0.04851 0.98092 3.81117
2464 -0.82113 -0.54286 -0.17621 107.59106 0.54005 -0.83890 0.06781 -3.20478 -0.18464 -0.03948 0.98201 3.87656
2465 -0.82225 -0.54203 -0.17352 107.62929 0.53837 -0.83965 0.07171 -3.13214 -0.18456 -0.03445 0.98222 3.90661
2466 -0.82340 -0.54034 -0.17331 107.68451 0.53678 -0.84073 0.07097 -3.05014 -0.18405 -0.03459 0.98231 3.92298
2467 -0.82494 -0.53745 -0.17501 107.71934 0.53404 -0.84254 0.07012 -3.02005 -0.18514 -0.03562 0.98207 3.90180
2468 -0.82617 -0.53548 -0.17525 107.75294 0.53196 -0.84383 0.07055 -2.94421 -0.18566 -0.03494 0.98199 3.90912
2469 -0.82868 -0.53503 -0.16442 107.72392 0.53093 -0.84437 0.07176 -2.87269 -0.17722 -0.02783 0.98378 4.06007
2470 -0.82940 -0.53448 -0.16254 107.75927 0.53104 -0.84464 0.06764 -2.80247 -0.17344 -0.03022 0.98438 4.08193
2471 -0.82903 -0.53432 -0.16496 107.82324 0.53113 -0.84467 0.06668 -2.72566 -0.17497 -0.03234 0.98404 4.05842
2472 -0.82870 -0.53243 -0.17253 107.93517 0.52991 -0.84561 0.06430 -2.63949 -0.18013 -0.03814 0.98290 3.99656
2473 -0.82846 -0.53030 -0.18009 108.02533 0.52911 -0.84652 0.05862 -2.57348 -0.18354 -0.04672 0.98190 3.90725
2474 -0.82757 -0.52908 -0.18765 108.07629 0.52934 -0.84676 0.05292 -2.52306 -0.18689 -0.05553 0.98081 3.84939
2475 -0.82774 -0.52615 -0.19498 108.13711 0.52865 -0.84773 0.04333 -2.43878 -0.18809 -0.06721 0.97985 3.83750
2476 -0.82805 -0.52514 -0.19637 108.17482 0.52938 -0.84768 0.03461 -2.31585 -0.18464 -0.07529 0.97992 3.94235
2477 -0.82978 -0.52360 -0.19312 108.20505 0.52870 -0.84833 0.02837 -2.25109 -0.17869 -0.07856 0.98076 3.99490
2478 -0.83190 -0.52206 -0.18815 108.21667 0.52671 -0.84957 0.02849 -2.17901 -0.17472 -0.07540 0.98173 4.08626
2479 -0.83500 -0.51819 -0.18509 108.23772 0.52274 -0.85206 0.02723 -2.11311 -0.17182 -0.07401 0.98234 4.13683
2480 -0.83799 -0.51222 -0.18816 108.31188 0.51808 -0.85509 0.02044 -2.06984 -0.17137 -0.08036 0.98192 4.08868
2481 -0.83900 -0.51021 -0.18911 108.33788 0.51662 -0.85604 0.01755 -2.01033 -0.17084 -0.08297 0.98180 4.07854
2482 -0.83973 -0.50913 -0.18877 108.40342 0.51496 -0.85697 0.02060 -1.93469 -0.17226 -0.07991 0.98181 4.07104
2483 -0.83847 -0.50957 -0.19314 108.46979 0.51511 -0.85678 0.02426 -1.85172 -0.17784 -0.07915 0.98087 4.00703
2484 -0.83669 -0.50983 -0.20007 108.58088 0.51540 -0.85652 0.02726 -1.78181 -0.18526 -0.08031 0.97940 3.92024
2485 -0.83642 -0.50809 -0.20552 108.65648 0.51373 -0.85746 0.02904 -1.72637 -0.19098 -0.08129 0.97822 3.82547
2486 -0.83795 -0.50659 -0.20301 108.70426 0.51187 -0.85855 0.02963 -1.65273 -0.18930 -0.07909 0.97873 3.85153
2487 -0.83955 -0.50462 -0.20128 108.73277 0.51013 -0.85966 0.02746 -1.57486 -0.18689 -0.07962 0.97915 3.87997
2488 -0.84098 -0.50330 -0.19858 108.75000 0.50902 -0.86039 0.02496 -1.48675 -0.18342 -0.08009 0.97977 3.96409
2489 -0.84117 -0.50249 -0.19984 108.80016 0.50842 -0.86077 0.02433 -1.37246 -0.18424 -0.08114 0.97953 3.98278
2490 -0.84175 -0.50158 -0.19968 108.85583 0.50740 -0.86136 0.02473 -1.32337 -0.18440 -0.08050 0.97955 3.98217
2491 -0.84293 -0.49919 -0.20070 108.91614 0.50504 -0.86274 0.02472 -1.25416 -0.18549 -0.08053 0.97934 3.95705
2492 -0.84597 -0.49430 -0.20000 108.96288 0.50021 -0.86559 0.02345 -1.17971 -0.18471 -0.08020 0.97952 3.95375
2493 -0.84955 -0.48847 -0.19915 108.99591 0.49411 -0.86907 0.02380 -1.10187 -0.18470 -0.07818 0.97968 3.99451
2494 -0.85421 -0.47981 -0.20028 109.03822 0.48547 -0.87395 0.02314 -1.00363 -0.18613 -0.07746 0.97947 4.00834
2495 -0.86129 -0.46713 -0.19993 109.06442 0.47303 -0.88081 0.02021 -0.94610 -0.18554 -0.07717 0.97960 4.03277
2496 -0.86835 -0.45526 -0.19672 109.07269 0.46071 -0.88733 0.01986 -0.86220 -0.18360 -0.07339 0.98026 4.07442
2497 -0.87077 -0.45065 -0.19668 109.08879 0.45553 -0.88994 0.02233 -0.81776 -0.18509 -0.07015 0.98021 4.10697
2498 -0.87165 -0.44961 -0.19512 109.11992 0.45352 -0.89085 0.02676 -0.73759 -0.18585 -0.06516 0.98041 4.13155
2499 -0.87021 -0.45128 -0.19766 109.20026 0.45514 -0.88998 0.02814 -0.62707 -0.18861 -0.06547 0.97987 4.09335
2500 -0.87120 -0.45136 -0.19311 109.23399 0.45401 -0.89039 0.03291 -0.58677 -0.18680 -0.05900 0.98062 4.07537
2501 -0.87352 -0.45032 -0.18485 109.21932 0.45113 -0.89156 0.04010 -0.56504 -0.18286 -0.04836 0.98195 4.08937
2502 -0.87458 -0.44882 -0.18350 109.24829 0.44929 -0.89242 0.04143 -0.48630 -0.18236 -0.04621 0.98215 4.11570
2503 -0.87542 -0.44633 -0.18555 109.30121 0.44724 -0.89355 0.03934 -0.39068 -0.18336 -0.04855 0.98185 4.10796
2504 -0.87456 -0.44696 -0.18807 109.32493 0.44820 -0.89311 0.03832 -0.33704 -0.18509 -0.05078 0.98141 4.13242
2505 -0.87570 -0.44501 -0.18740 109.37585 0.44617 -0.89413 0.03832 -0.25828 -0.18461 -0.05005 0.98154 4.14566
2506 -0.87602 -0.44343 -0.18961 109.43474 0.44507 -0.89476 0.03628 -0.16068 -0.18575 -0.05261 0.98119 4.12488
2507 -0.87730 -0.44096 -0.18949 109.47952 0.44290 -0.89591 0.03430 -0.07118 -0.18489 -0.05383 0.98128 4.14139
2508 -0.87820 -0.43758 -0.19308 109.53230 0.44069 -0.89719 0.02891 0.02620 -0.18588 -0.05970 0.98076 4.16789
2509 -0.87891 -0.43401 -0.19786 109.57588 0.43867 -0.89838 0.02200 0.11798 -0.18730 -0.06746 0.97998 4.16397
2510 -0.87915 -0.43390 -0.19704 109.60094 0.43860 -0.89843 0.02150 0.17830 -0.18635 -0.06752 0.98016 4.19047
2511 -0.87932 -0.43361 -0.19690 109.65494 0.43839 -0.89854 0.02099 0.25075 -0.18603 -0.06786 0.98020 4.19294
2512 -0.88035 -0.43162 -0.19670 109.70518 0.43618 -0.89959 0.02181 0.33329 -0.18636 -0.06660 0.98022 4.19083
2513 -0.88074 -0.42956 -0.19941 109.74329 0.43459 -0.90040 0.02014 0.41563 -0.18820 -0.06893 0.97971 4.17886
2514 -0.88224 -0.42560 -0.20128 109.79607 0.43171 -0.90189 0.01478 0.49242 -0.18782 -0.07385 0.97942 4.15916
2515 -0.88282 -0.42426 -0.20160 109.80184 0.43042 -0.90251 0.01446 0.54382 -0.18808 -0.07401 0.97936 4.17711
2516 -0.88371 -0.42219 -0.20201 109.82401 0.42856 -0.90342 0.01331 0.60313 -0.18811 -0.07481 0.97929 4.18141
2517 -0.88379 -0.42334 -0.19927 109.88664 0.42876 -0.90325 0.01729 0.71011 -0.18731 -0.07016 0.97979 4.21796
2518 -0.88311 -0.42402 -0.20083 109.96711 0.42902 -0.90307 0.02016 0.84808 -0.18991 -0.06836 0.97942 4.17945
2519 -0.88375 -0.42324 -0.19965 110.02730 0.42792 -0.90357 0.02130 0.94174 -0.18941 -0.06661 0.97964 4.14683
2520 -0.88457 -0.42231 -0.19799 110.02859 0.42603 -0.90435 0.02555 0.95732 -0.18984 -0.06175 0.97987 4.15341
2521 -0.88496 -0.42097 -0.19907 110.07122 0.42467 -0.90498 0.02592 1.02689 -0.19106 -0.06160 0.97964 4.16735
2522 -0.88559 -0.42012 -0.19806 110.09184 0.42358 -0.90547 0.02667 1.07900 -0.19054 -0.06027 0.97983 4.19668
2523 -0.88633 -0.41833 -0.19854 110.13625 0.42201 -0.90623 0.02548 1.16892 -0.19058 -0.06120 0.97976 4.21277
2524 -0.88697 -0.41740 -0.19763 110.16224 0.42105 -0.90669 0.02528 1.24172 -0.18974 -0.06079 0.97995 4.20560
2525 -0.88761 -0.41567 -0.19842 110.20770 0.41969 -0.90736 0.02341 1.32376 -0.18976 -0.06250 0.97984 4.20642
2526 -0.88816 -0.41446 -0.19849 110.25600 0.41876 -0.90784 0.02184 1.38942 -0.18925 -0.06372 0.97986 4.18205
2527 -0.88823 -0.41435 -0.19841 110.28578 0.41866 -0.90788 0.02175 1.47101 -0.18915 -0.06375 0.97988 4.19632
2528 -0.88864 -0.41370 -0.19794 110.32251 0.41783 -0.90825 0.02245 1.55399 -0.18907 -0.06275 0.97996 4.20818
2529 -0.88854 -0.41353 -0.19873 110.37440 0.41799 -0.90821 0.02097 1.65431 -0.18916 -0.06443 0.97983 4.21116
2530 -0.88917 -0.41198 -0.19910 110.42531 0.41686 -0.90878 0.01880 1.75586 -0.18868 -0.06629 0.97980 4.21363
2531 -0.88947 -0.41116 -0.19950 110.46606 0.41590 -0.90920 0.01955 1.81051 -0.18942 -0.06558 0.97970 4.20636
2532 -0.89005 -0.41073 -0.19776 110.51183 0.41547 -0.90941 0.01888 1.91772 -0.18760 -0.06536 0.98007 4.23977
2533 -0.89020 -0.41087 -0.19679 110.54585 0.41478 -0.90963 0.02290 2.00761 -0.18842 -0.06124 0.98018 4.27588
2534 -0.89139 -0.40746 -0.19849 110.58166 0.41122 -0.91122 0.02382 2.06874 -0.19058 -0.06039 0.97981 4.25989
2535 -0.89303 -0.40324 -0.19974 110.59583 0.40748 -0.91296 0.02130 2.13478 -0.19095 -0.06236 0.97962 4.29181
2536 -0.89349 -0.40248 -0.19920 110.62652 0.40698 -0.91322 0.01967 2.20064 -0.18983 -0.06350 0.97976 4.32560
2537 -0.89426 -0.40131 -0.19813 110.65559 0.40640 -0.91355 0.01608 2.25761 -0.18746 -0.06614 0.98004 4.32138
2538 -0.89440 -0.40037 -0.19940 110.69318 0.40593 -0.91380 0.01401 2.35099 -0.18782 -0.06842 0.97982 4.31963
2539 -0.89504 -0.39863 -0.19999 110.72900 0.40446 -0.91447 0.01265 2.43750 -0.18792 -0.06957 0.97972 4.33417
2540 -0.89582 -0.39732 -0.19913 110.75672 0.40296 -0.91512 0.01314 2.51492 -0.18745 -0.06847 0.97989 4.34177
2541 -0.89618 -0.39623 -0.19965 110.79054 0.40182 -0.91562 0.01347 2.61122 -0.18814 -0.06815 0.97977 4.33467
2542 -0.89592 -0.39714 -0.19903 110.83846 0.40307 -0.91510 0.01159 2.70912 -0.18674 -0.06984 0.97992 4.35138
2543 -0.89611 -0.39685 -0.19875 110.87738 0.40271 -0.91525 0.01183 2.78041 -0.18660 -0.06944 0.97998 4.37913
2544 -0.89711 -0.39527 -0.19740 110.90903 0.40093 -0.91603 0.01217 2.86857 -0.18563 -0.06823 0.98025 4.39819
2545 -0.89877 -0.39322 -0.19388 110.91116 0.39859 -0.91705 0.01218 2.92139 -0.18259 -0.06633 0.98095 4.40330
2546 -0.90008 -0.39125 -0.19178 110.90958 0.39610 -0.91810 0.01402 2.99777 -0.18156 -0.06334 0.98134 4.43886
2547 -0.90070 -0.38925 -0.19294 110.94252 0.39447 -0.91883 0.01218 3.06232 -0.18202 -0.06514 0.98113 4.45957
2548 -0.90129 -0.38648 -0.19572 110.97743 0.39271 -0.91963 0.00754 3.14346 -0.18291 -0.07006 0.98063 4.46225
2549 -0.90198 -0.38339 -0.19863 111.00673 0.39087 -0.92044 0.00165 3.18112 -0.18346 -0.07615 0.98007 4.41060
2550 -0.90263 -0.38161 -0.19907 111.03405 0.38902 -0.92123 0.00205 3.24102 -0.18417 -0.07559 0.97998 4.40716
2551 -0.90315 -0.38140 -0.19710 111.06411 0.38847 -0.92146 0.00303 3.32772 -0.18277 -0.07383 0.98038 4.44781
2552 -0.90316 -0.38436 -0.19123 111.12771 0.38997 -0.92079 0.00897 3.45778 -0.17953 -0.06647 0.98150 4.45482
2553 -0.90221 -0.38903 -0.18619 111.20533 0.39264 -0.91950 0.01867 3.54599 -0.17846 -0.05626 0.98234 4.43092
2554 -0.90174 -0.39168 -0.18290 111.25842 0.39350 -0.91890 0.02776 3.61073 -0.17894 -0.04694 0.98274 4.42196
2555 -0.90204 -0.39260 -0.17939 111.28157 0.39338 -0.91879 0.03275 3.67970 -0.17768 -0.04102 0.98323 4.35297
2556 -0.90252 -0.39108 -0.18031 111.32749 0.39203 -0.91940 0.03185 3.78052 -0.17824 -0.04194 0.98309 4.32626
2557 -0.90227 -0.39104 -0.18165 111.37808 0.39205 -0.91939 0.03182 3.85756 -0.17945 -0.04251 0.98285 4.34138
2558 -0.90276 -0.38833 -0.18498 111.41181 0.38972 -0.92044 0.03031 3.93016 -0.18204 -0.04472 0.98227 4.37293
2559 -0.90292 -0.38696 -0.18709 111.44108 0.38934 -0.92075 0.02537 4.02139 -0.18208 -0.04993 0.98202 4.40144
2560 -0.90216 -0.38691 -0.19083 111.45944 0.39112 -0.92019 0.01667 4.12703 -0.18205 -0.05959 0.98148 4.45850
2561 -0.90084 -0.38836 -0.19409 111.44696 0.39367 -0.91917 0.01200 4.18740 -0.18306 -0.06560 0.98091 4.51576
2562 -0.89827 -0.39080 -0.20098 111.45088 0.39763 -0.91752 0.00690 4.23845 -0.18710 -0.07372 0.97957 4.54869
2563 -0.89535 -0.39528 -0.20518 111.46877 0.40322 -0.91510 0.00338 4.30775 -0.18909 -0.07971 0.97872 4.58655
2564 -0.89142 -0.40183 -0.20955 111.54533 0.41074 -0.91175 0.00109 4.41527 -0.19150 -0.08510 0.97780 4.60311
2565 -0.88908 -0.40725 -0.20903 111.59462 0.41648 -0.90915 -0.00017 4.49021 -0.18997 -0.08720 0.97791 4.62848
2566 -0.88828 -0.41192 -0.20320 111.66753 0.42023 -0.90742 0.00248 4.60505 -0.18540 -0.08319 0.97913 4.64505
2567 -0.88757 -0.41341 -0.20324 111.76021 0.42097 -0.90705 0.00664 4.73503 -0.18710 -0.07966 0.97911 4.58026
2568 -0.88654 -0.41410 -0.20631 111.83219 0.42068 -0.90711 0.01298 4.77253 -0.19252 -0.07528 0.97840 4.47619
2569 -0.88622 -0.41442 -0.20704 111.88286 0.42019 -0.90727 0.01742 4.83875 -0.19506 -0.07156 0.97818 4.42378
2570 -0.88619 -0.41553 -0.20493 111.91944 0.42110 -0.90684 0.01777 4.92756 -0.19322 -0.07055 0.97862 4.41478
2571 -0.88596 -0.41602 -0.20496 111.96070 0.42180 -0.90653 0.01679 5.02300 -0.19279 -0.07158 0.97863 4.42914
2572 -0.88606 -0.41536 -0.20586 112.00488 0.42140 -0.90674 0.01571 5.09230 -0.19318 -0.07282 0.97846 4.44483
2573 -0.88663 -0.41398 -0.20617 112.02150 0.42026 -0.90729 0.01445 5.13741 -0.19303 -0.07383 0.97841 4.45892
2574 -0.88736 -0.41272 -0.20558 112.05874 0.41929 -0.90776 0.01257 5.20662 -0.19180 -0.07505 0.97856 4.46858
2575 -0.88744 -0.41307 -0.20453 112.08203 0.41955 -0.90765 0.01271 5.26202 -0.19089 -0.07453 0.97878 4.46549
2576 -0.88700 -0.41578 -0.20087 112.13456 0.42219 -0.90643 0.01190 5.36079 -0.18703 -0.07426 0.97954 4.43564
2577 -0.88655 -0.41760 -0.19908 112.16963 0.42360 -0.90575 0.01356 5.43514 -0.18598 -0.07231 0.97989 4.43041
2578 -0.88757 -0.41762 -0.19445 112.20400 0.42252 -0.90618 0.01756 5.49863 -0.18355 -0.06657 0.98075 4.45528
2579 -0.88886 -0.41699 -0.18986 112.20907 0.42145 -0.90667 0.01823 5.56463 -0.17974 -0.06382 0.98164 4.49410
2580 -0.88944 -0.41608 -0.18915 112.22084 0.42061 -0.90707 0.01750 5.65475 -0.17886 -0.06399 0.98179 4.50690
2581 -0.89030 -0.41455 -0.18845 112.25635 0.41919 -0.90775 0.01650 5.74659 -0.17791 -0.06430 0.98194 4.54515
2582 -0.89126 -0.41361 -0.18595 112.28074 0.41833 -0.90817 0.01499 5.81398 -0.17508 -0.06443 0.98244 4.58848
2583 -0.89275 -0.41137 -0.18379 112.31159 0.41608 -0.90922 0.01395 5.91887 -0.17284 -0.06401 0.98287 4.64370
2584 -0.89343 -0.40911 -0.18551 112.33985 0.41449 -0.90999 0.01061 5.96340 -0.17315 -0.06742 0.98258 4.68559
2585 -0.89412 -0.40879 -0.18285 112.35088 0.41434 -0.91008 0.00856 6.06663 -0.16991 -0.06811 0.98310 4.75290
2586 -0.89428 -0.40821 -0.18339 112.36280 0.41399 -0.91025 0.00734 6.13347 -0.16992 -0.06936 0.98301 4.75269
2587 -0.89440 -0.40784 -0.18360 112.41617 0.41346 -0.91048 0.00836 6.20253 -0.17058 -0.06844 0.98296 4.74096
2588 -0.89499 -0.40680 -0.18307 112.47560 0.41243 -0.91095 0.00794 6.27852 -0.16999 -0.06840 0.98307 4.72511
2589 -0.89463 -0.40717 -0.18399 112.51036 0.41317 -0.91063 0.00623 6.34346 -0.17008 -0.07044 0.98291 4.74687
2590 -0.89539 -0.40578 -0.18338 112.55691 0.41143 -0.91141 0.00781 6.42843 -0.17030 -0.06845 0.98301 4.75774
2591 -0.89550 -0.40520 -0.18410 112.60176 0.41059 -0.91177 0.00959 6.54226 -0.17174 -0.06701 0.98286 4.74053
2592 -0.89536 -0.40472 -0.18584 112.67437 0.41030 -0.91190 0.00916 6.64884 -0.17318 -0.06805 0.98254 4.72712
2593 -0.89597 -0.40247 -0.18777 112.73147 0.40816 -0.91287 0.00908 6.70525 -0.17506 -0.06850 0.98217 4.72524
2594 -0.89651 -0.40158 -0.18711 112.76967 0.40752 -0.91317 0.00726 6.78159 -0.17378 -0.06975 0.98231 4.74919
2595 -0.89698 -0.40069 -0.18677 112.80767 0.40660 -0.91358 0.00726 6.86817 -0.17354 -0.06943 0.98238 4.78612
2596 -0.89727 -0.40026 -0.18628 112.83164 0.40612 -0.91379 0.00724 6.93401 -0.17311 -0.06916 0.98247 4.78005
2597 -0.89785 -0.39834 -0.18760 112.86272 0.40441 -0.91456 0.00645 7.02816 -0.17414 -0.07008 0.98222 4.76921
2598 -0.89798 -0.39733 -0.18911 112.91989 0.40390 -0.91479 0.00415 7.15849 -0.17465 -0.07265 0.98195 4.77479
2599 -0.89759 -0.39819 -0.18913 112.95082 0.40487 -0.91437 0.00359 7.25347 -0.17436 -0.07335 0.98195 4.81039
2600 -0.89798 -0.39824 -0.18718 112.98230 0.40452 -0.91451 0.00506 7.32119 -0.17320 -0.07118 0.98231 4.78954
2601 -0.89870 -0.39662 -0.18719 113.03931 0.40265 -0.91533 0.00627 7.41698 -0.17382 -0.06974 0.98230 4.79238
2602 -0.89882 -0.39580 -0.18833 113.08025 0.40232 -0.91549 0.00396 7.51471 -0.17398 -0.07221 0.98210 4.80459
2603 -0.89970 -0.39380 -0.18830 113.09230 0.40072 -0.91620 0.00143 7.56332 -0.17309 -0.07417 0.98211 4.84555
2604 -0.90036 -0.39253 -0.18782 113.10407 0.39949 -0.91674 0.00088 7.62218 -0.17253 -0.07424 0.98220 4.86653
2605 -0.90161 -0.39041 -0.18622 113.12909 0.39708 -0.91778 0.00162 7.67525 -0.17154 -0.07248 0.98251 4.86353
2606 -0.90213 -0.38822 -0.18825 113.16769 0.39476 -0.91878 0.00301 7.70506 -0.17413 -0.07159 0.98212 4.82454
2607 -0.90264 -0.38581 -0.19077 113.18254 0.39253 -0.91974 0.00281 7.76788 -0.17654 -0.07235 0.98163 4.77103
2608 -0.90154 -0.38650 -0.19456 113.25256 0.39327 -0.91941 0.00412 7.87330 -0.18047 -0.07280 0.98088 4.69456
2609 -0.90237 -0.38344 -0.19671 113.31690 0.39044 -0.92062 0.00349 7.91909 -0.18243 -0.07366 0.98046 4.66281
2610 -0.90190 -0.38396 -0.19789 113.36234 0.39079 -0.92047 0.00491 7.98006 -0.18403 -0.07290 0.98021 4.66641
2611 -0.90173 -0.38425 -0.19806 113.39937 0.39103 -0.92036 0.00528 8.05764 -0.18431 -0.07268 0.98018 4.71638
2612 -0.90126 -0.38699 -0.19485 113.43769 0.39357 -0.91928 0.00536 8.20384 -0.18120 -0.07186 0.98082 4.77808
2613 -0.90118 -0.38740 -0.19439 113.50187 0.39418 -0.91902 0.00415 8.35108 -0.18026 -0.07289 0.98092 4.81480
2614 -0.90174 -0.38819 -0.19018 113.50987 0.39503 -0.91867 0.00212 8.47442 -0.17554 -0.07322 0.98175 4.88432
2615 -0.90283 -0.38573 -0.19005 113.55871 0.39272 -0.91966 0.00099 8.51492 -0.17516 -0.07374 0.98177 4.93780
2616 -0.90176 -0.38455 -0.19735 113.66544 0.39229 -0.91984 -0.00010 8.62016 -0.18150 -0.07751 0.98033 4.85240
2617 -0.90034 -0.38151 -0.20939 113.78110 0.39031 -0.92068 -0.00076 8.70623 -0.19249 -0.08241 0.97783 4.76023
2618 -0.89837 -0.37786 -0.22393 113.92337 0.38814 -0.92160 -0.00206 8.79910 -0.20560 -0.08876 0.97460 4.67076
2619 -0.89580 -0.37157 -0.24389 114.05735 0.38423 -0.92323 -0.00468 8.88621 -0.22343 -0.09790 0.96979 4.62749
2620 -0.89444 -0.36881 -0.25291 114.12340 0.38295 -0.92374 -0.00730 8.98337 -0.23093 -0.10338 0.96746 4.59731
2621 -0.89454 -0.36843 -0.25309 114.17114 0.38206 -0.92412 -0.00511 9.07642 -0.23201 -0.10126 0.96743 4.58572
2622 -0.89479 -0.36841 -0.25226 114.22763 0.38171 -0.92427 -0.00413 9.16773 -0.23164 -0.09998 0.96765 4.55882
2623 -0.89469 -0.36691 -0.25479 114.27265 0.38096 -0.92457 -0.00630 9.24548 -0.23326 -0.10270 0.96698 4.51553
2624 -0.89588 -0.36449 -0.25405 114.28263 0.37834 -0.92565 -0.00612 9.33043 -0.23293 -0.10160 0.96717 4.55833
2625 -0.89742 -0.36222 -0.25185 114.30142 0.37538 -0.92686 -0.00455 9.42133 -0.23178 -0.09863 0.96776 4.62977
2626 -0.90093 -0.35466 -0.25007 114.31206 0.36755 -0.92999 -0.00523 9.49496 -0.23071 -0.09662 0.96821 4.69855
2627 -0.90681 -0.34199 -0.24646 114.30315 0.35433 -0.93510 -0.00615 9.53748 -0.22836 -0.09290 0.96913 4.80294
2628 -0.91121 -0.32999 -0.24660 114.28944 0.34078 -0.94014 -0.00113 9.55237 -0.23146 -0.08507 0.96912 4.94441
2629 -0.91530 -0.32111 -0.24315 114.29410 0.32964 -0.94409 0.00592 9.62994 -0.23145 -0.07473 0.96997 5.03791
2630 -0.91603 -0.31865 -0.24360 114.31211 0.32538 -0.94549 0.01321 9.74449 -0.23453 -0.06716 0.96978 5.09036
2631 -0.91585 -0.31865 -0.24429 114.33896 0.32252 -0.94623 0.02510 9.80438 -0.23915 -0.05581 0.96938 5.15522
2632 -0.91609 -0.31872 -0.24332 114.34838 0.31920 -0.94690 0.03855 9.83932 -0.24268 -0.04235 0.96918 5.23629
2633 -0.91769 -0.31589 -0.24097 114.34748 0.31484 -0.94813 0.04391 9.89644 -0.24234 -0.03557 0.96954 5.30869
2634 -0.92117 -0.30529 -0.24135 114.37992 0.30394 -0.95169 0.04373 9.97896 -0.24304 -0.03307 0.96945 5.32393
2635 -0.92493 -0.29087 -0.24476 114.41758 0.28967 -0.95622 0.04173 10.08450 -0.24618 -0.03230 0.96869 5.31382
2636 -0.92974 -0.27581 -0.24393 114.42221 0.27439 -0.96076 0.04048 10.19092 -0.24553 -0.02930 0.96895 5.33166
2637 -0.93536 -0.25765 -0.24233 114.46055 0.25585 -0.96591 0.03940 10.26248 -0.24422 -0.02515 0.96939 5.33344
2638 -0.94076 -0.23831 -0.24121 114.49016 0.23542 -0.97102 0.04117 10.30277 -0.24404 -0.01805 0.96960 5.30741
2639 -0.94640 -0.21526 -0.24082 114.50739 0.21120 -0.97650 0.04287 10.37047 -0.24439 -0.01029 0.96962 5.29590
2640 -0.95161 -0.19068 -0.24102 114.53276 0.18618 -0.98164 0.04153 10.50151 -0.24451 -0.00536 0.96963 5.31418
2641 -0.95547 -0.16756 -0.24290 114.57090 0.16305 -0.98586 0.03872 10.64443 -0.24595 -0.00261 0.96928 5.32133
2642 -0.95903 -0.14716 -0.24208 114.59014 0.14200 -0.98911 0.03870 10.74247 -0.24514 0.00274 0.96948 5.32942
2643 -0.96222 -0.12631 -0.24118 114.58956 0.12023 -0.99195 0.03982 10.76686 -0.24427 0.00932 0.96966 5.33298
2644 -0.96560 -0.10468 -0.23803 114.56527 0.09805 -0.99440 0.03953 10.79391 -0.24084 0.01483 0.97045 5.35226
2645 -0.96840 -0.08244 -0.23539 114.56298 0.07481 -0.99635 0.04121 10.83154 -0.23793 0.02230 0.97103 5.32675
2646 -0.97011 -0.05912 -0.23538 114.59381 0.05036 -0.99780 0.04305 10.94546 -0.23740 0.02991 0.97095 5.30069
2647 -0.97089 -0.03537 -0.23690 114.62293 0.02588 -0.99874 0.04307 11.05049 -0.23812 0.03569 0.97058 5.28763
2648 -0.97163 -0.00963 -0.23630 114.60112 -0.00024 -0.99913 0.04171 11.12643 -0.23649 0.04058 0.97078 5.28022
2649 -0.97117 0.01582 -0.23788 114.59690 -0.02564 -0.99894 0.03824 11.19509 -0.23702 0.04324 0.97054 5.31583
